Number,SMILES,AW_ST_CMC/ mN/m,ref,Type_of_surfactant,DOI_1,DOI_2
601,C1=CC=CC(=C1C=NCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCCCC)O.[Cl-],33,[148],cationic,10.1016/j.ces.2022.118208,
602,C1=CC=CC(=C1C=NCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCCCCCC)O.[Cl-],31.6,[148],cationic,10.1016/j.ces.2022.118208,
603,CC[N+](CC)(CC)C(=O)OCCCCCCCCCCCC.[I-],25,[149],cationic,10.1016/j.ces.2022.118208,
604,CC[N+](CC)(CC)C(=O)OCCCCCCCCCCCCCCCC.[I-],33,[149],cationic,10.1016/j.ces.2022.118208,
605,CC[N+](CC)(CC)C(=O)OCCCCCCCCCCCCCCCCCC.[I-],35,[149],cationic,10.1016/j.ces.2022.118208,
606,C(=O)(OC)CCN(CCC(=O)OC)CC[N+](C)(C)CCCCCCCCCC.[Br-],27.1,[150],cationic,10.1016/j.ces.2022.118208,
607,C(=O)(OC)CCN(CCC(=O)OC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],27.8,[150],cationic,10.1016/j.ces.2022.118208,
608,C(=O)(OC)CCN(CCC(=O)OC)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],38.2,[150],cationic,10.1016/j.ces.2022.118208,
609,C(=O)(OC)CCN(CCC(=O)OC)CCNC(=O)CCN(CCC(NCCN(CCC(=O)OC)CCC(=O)OC)=O)CC[N+](C)(C)CCCCCCCCCC.[Br-],31.7,[150],cationic,10.1016/j.ces.2022.118208,
610,C(=O)(OC)CCN(CCC(=O)OC)CCNC(=O)CCN(CCC(NCCN(CCC(=O)OC)CCC(=O)OC)=O)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],32,[150],cationic,10.1016/j.ces.2022.118208,
611,C(=O)(OC)CCN(CCC(=O)OC)CCNC(=O)CCN(CCC(NCCN(CCC(=O)OC)CCC(=O)OC)=O)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],41.2,[150],cationic,10.1016/j.ces.2022.118208,
612,C1=C(C(=CC(=C1)C=[N+](C)(C)CCCCCCCCCC)OC)OC.[Br-],32.1,[151],cationic,10.1016/j.ces.2022.118208,
613,C1=C(C(=CC(=C1)C=[N+](C)(C)CCCCCCCCCCCC)OC)OC.[Br-],31.1,[151],cationic,10.1016/j.ces.2022.118208,
614,C1=C(C(=CC(=C1)C=[N+](C)(C)CCCCCCCCCCCCCCCC)OC)OC.[Br-],39.6,[151],cationic,10.1016/j.ces.2022.118208,
615,CCCCCCCCCCCCN(C)C.Cl,38.5,[4],non-ionic,10.1016/j.ces.2022.118208,
616,CCCCCCCCCCC(CO)O,22.5,[19],non-ionic,10.1016/j.ces.2022.118208,
617,CCCCCCCCC(CO)O,23.2,[19],non-ionic,10.1016/j.ces.2022.118208,
618,CCCCCCCCC(CCO)O,23.4,[19],non-ionic,10.1016/j.ces.2022.118208,
619,CCCCCCCCCCC(CCO)O,23.5,[19],non-ionic,10.1016/j.ces.2022.118208,
620,CCCCCCCCCCCCC(CCO)O,26.3,[19],non-ionic,10.1016/j.ces.2022.118208,
621,CCCCCCCCOCCO,26.8,[19],non-ionic,10.1016/j.ces.2022.118208,
622,CCCCCCCCCCCCOCCOCCOCCO,27.7,[19],non-ionic,10.1016/j.ces.2022.118208,
623,CCCCCCCCCCCCOCCOCCOCCOCCO,28.4,[19],non-ionic,10.1016/j.ces.2022.118208,
624,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,29.8,[19],non-ionic,10.1016/j.ces.2022.118208,
625,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,30.3,[19],non-ionic,10.1016/j.ces.2022.118208,
626,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,30.8,[19],non-ionic,10.1016/j.ces.2022.118208,
627,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO,29.8,[19],non-ionic,10.1016/j.ces.2022.118208,
628,CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,30.5,[19],non-ionic,10.1016/j.ces.2022.118208,
629,CCCCCCOCCOCCOCCOCCOCCOCCO,31.8,[19],non-ionic,10.1016/j.ces.2022.118208,
630,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,31.8,[19],non-ionic,10.1016/j.ces.2022.118208,
631,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,32.8,[19],non-ionic,10.1016/j.ces.2022.118208,
632,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,31.8,[19],non-ionic,10.1016/j.ces.2022.118208,
633,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,32.1,[19],non-ionic,10.1016/j.ces.2022.118208,
634,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,33.5,[19],non-ionic,10.1016/j.ces.2022.118208,
635,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,34.6,[19],non-ionic,10.1016/j.ces.2022.118208,
636,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,33.8,[19],non-ionic,10.1016/j.ces.2022.118208,
637,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,34.4,[19],non-ionic,10.1016/j.ces.2022.118208,
638,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,33.3,[19],non-ionic,10.1016/j.ces.2022.118208,
639,CCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,34.2,[19],non-ionic,10.1016/j.ces.2022.118208,
640,CCCCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,34,[19],non-ionic,10.1016/j.ces.2022.118208,
641,CCCCCCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,33.3,[19],non-ionic,10.1016/j.ces.2022.118208,
642,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.4,[19],non-ionic,10.1016/j.ces.2022.118208,
643,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.8,[19],non-ionic,10.1016/j.ces.2022.118208,
644,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.1,[19],non-ionic,10.1016/j.ces.2022.118208,
645,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.8,[19],non-ionic,10.1016/j.ces.2022.118208,
646,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,34.8,[19],non-ionic,10.1016/j.ces.2022.118208,
647,CCCCCCCCCCCC(=O)N(CCO)CCO,34.7,[19],non-ionic,10.1016/j.ces.2022.118208,
648,CCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,35.7,[19],non-ionic,10.1016/j.ces.2022.118208,
649,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,38.8,[19],non-ionic,10.1016/j.ces.2022.118208,
650,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,39.8,[19],non-ionic,10.1016/j.ces.2022.118208,
651,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,39.8,[19],non-ionic,10.1016/j.ces.2022.118208,
652,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,44.8,[19],non-ionic,10.1016/j.ces.2022.118208,
653,CCCCCCCCOC(CO)CO,24.7,[152],non-ionic,10.1016/j.ces.2022.118208,
654,CCCCCCCCOCCOCCOCCO,27,[153],non-ionic,10.1016/j.ces.2022.118208,
655,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO)(C)(C)C,27,[154],non-ionic,10.1016/j.ces.2022.118208,
656,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCO)(C)(C)C,29,[154],non-ionic,10.1016/j.ces.2022.118208,
657,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO)(C)(C)C,28,[154],non-ionic,10.1016/j.ces.2022.118208,
658,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO)(C)(C)C,28.8,[154],non-ionic,10.1016/j.ces.2022.118208,
659,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,30.5,[154],non-ionic,10.1016/j.ces.2022.118208,
660,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCO)(C)(C)C,31.5,[154],non-ionic,10.1016/j.ces.2022.118208,
661,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,32.5,[154],non-ionic,10.1016/j.ces.2022.118208,
662,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,33.7,[154],non-ionic,10.1016/j.ces.2022.118208,
663,C(CC(C)(C)C1=CC=C(C=C1)OCCO)(C)(C)C,35,[154],non-ionic,10.1016/j.ces.2022.118208,
664,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,35.5,[154],non-ionic,10.1016/j.ces.2022.118208,
665,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO,28.1,[155],non-ionic,10.1016/j.ces.2022.118208,
666,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,29.6,[155],non-ionic,10.1016/j.ces.2022.118208,
667,CCCCCCCCN(CCCNC(=O)C(C(C(C(CO)O)O)O)O)CCN(CCCCCCCC)CCCNC(=O)C(C(C(C(CO)O)O)O)O,28.2,[156],non-ionic,10.1016/j.ces.2022.118208,
668,CCCCCCCCCCCCN(CCCNC(=O)C(C(C(C(CO)O)O)O)O)CCN(CCCCCCCCCCCC)CCCNC(=O)C(C(C(C(CO)O)O)O)O,32,[156],non-ionic,10.1016/j.ces.2022.118208,
669,CCCCCCCCCCCCN(CCCNC(=O)C(C(C(C(C(CO)O)O)O)O)O)CCN(CCCCCCCCCCCC)CCCNC(=O)C(C(C(C(C(CO)O)O)O)O)O,33,[156],non-ionic,10.1016/j.ces.2022.118208,
670,CCCCCCOCCOCCOCCO,30.4,[157],non-ionic,10.1016/j.ces.2022.118208,
671,CCCCCCCCOCCOCCOCCOCCO,30.5,[158],non-ionic,10.1016/j.ces.2022.118208,
672,CCCCCCCCOCCOCCOCCOCCOCCOCCO,32.8,[159],non-ionic,10.1016/j.ces.2022.118208,
673,CCCC(CCC)COCCOCCOCCOCCOCCOCCO,31.7,[160],non-ionic,10.1016/j.ces.2022.118208,
674,CCCCC(CCCC)COCCOCCOCCOCCOCCOCCOCCOCCOCCO,32.6,[160],non-ionic,10.1016/j.ces.2022.118208,
675,CCCCCOCCOCCOCCOCCOCCOCCO,34.3,[160],non-ionic,10.1016/j.ces.2022.118208,
676,CCC(CC)COCCOCCOCCOCCOCCOCCO,33.6,[160],non-ionic,10.1016/j.ces.2022.118208,
677,CC(C)COCCOCCOCCOCCOCCOCCO,35,[160],non-ionic,10.1016/j.ces.2022.118208,
678,CCCCCCOCCOCCOCCOCCO,32,[161],non-ionic,10.1016/j.ces.2022.118208,
679,CCCCCCOCCOCCOCCOCCOCCO,33,[161],non-ionic,10.1016/j.ces.2022.118208,
680,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,32.2,[162],non-ionic,10.1016/j.ces.2022.118208,
681,CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCO,35,[163],non-ionic,10.1016/j.ces.2022.118208,
682,CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCCO,39,[163],non-ionic,10.1016/j.ces.2022.118208,
683,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,39.7,[164],non-ionic,10.1016/j.ces.2022.118208,
684,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,44.7,[164],non-ionic,10.1016/j.ces.2022.118208,
685,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,47.5,[164],non-ionic,10.1016/j.ces.2022.118208,
686,CCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,33,[113],non-ionic,10.1016/j.ces.2022.118208,
687,CCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,34.1,[113],non-ionic,10.1016/j.ces.2022.118208,
688,CCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,27.8,[113],non-ionic,10.1016/j.ces.2022.118208,
689,CCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,26.5,[113],non-ionic,10.1016/j.ces.2022.118208,
690,CCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,33.4,[113],non-ionic,10.1016/j.ces.2022.118208,
691,CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,29,[113],non-ionic,10.1016/j.ces.2022.118208,
